FOR UNITED STATES SENATOR ( 1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KEVIN RYAN,,,,,ROBIN KELLY,,,,,JULIANA STRATTON,,,,,RAJA KRISHNAMOORTHI,,,,,STEVE BOTSFORD JR.,,,,,BRYAN MAXWELL,,,,,JONATHAN DEAN,,,,,SEAN BROWN,,,,,AWISI A. BUSTOS,,,,,CHRISTOPHER SWANN,,,,,Adam Delgado,,,,,
Precinct,Registered Voters,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Early,Vote by Mail,Polling,Provisional,Total Votes,Total
Lisle 075,1075,0,0,5,0,5,13,13,18,0,44,17,8,52,0,77,8,21,38,0,67,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,200
Lisle 076,993,3,2,5,0,10,1,6,17,0,24,14,18,43,0,75,19,25,25,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,179
Lisle 077,1144,7,10,8,0,25,6,9,11,0,26,22,16,41,0,79,31,38,15,0,84,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217
Milton 001,1048,4,1,2,0,7,5,5,9,0,19,5,9,16,0,30,13,21,16,0,50,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,108
Milton 002,1117,2,2,2,0,6,5,7,14,0,26,11,17,26,0,54,32,35,35,0,102,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
Milton 003,857,0,0,0,0,0,3,1,10,0,14,4,7,26,0,37,9,13,19,0,41,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,95
Milton 004,1407,3,0,2,0,5,13,11,22,0,46,11,16,36,0,63,32,27,43,0,102,0,0,0,0,0,2,1,0,0,3,1,0,0,0,1,0,0,1,0,1,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,224
Milton 005,1149,4,6,2,0,12,13,6,22,0,41,10,18,24,0,52,12,19,6,0,37,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,145
Milton 006,1057,1,1,8,0,10,41,14,28,0,83,12,13,27,0,52,11,22,27,0,60,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
Milton 007,1027,1,2,9,0,12,6,7,10,0,23,8,20,36,0,64,16,46,32,0,94,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,200
Milton 008,953,2,2,1,0,5,10,5,10,0,25,4,12,23,0,39,10,15,12,0,37,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
Milton 009,1114,4,6,5,0,15,26,10,18,0,54,18,15,37,0,70,32,29,31,0,92,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,235
Milton 010,965,0,3,4,0,7,40,7,29,0,76,4,14,26,0,44,12,12,22,0,46,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,176
Milton 011,483,5,0,1,0,6,17,15,31,0,63,8,10,12,0,30,13,12,14,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,139
Milton 012,1296,0,1,2,0,3,8,13,9,0,30,19,24,38,0,81,9,24,19,0,52,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,170
Milton 013,1014,1,0,1,0,2,1,4,11,0,16,6,17,30,0,53,19,15,12,0,46,0,2,0,0,2,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,123
Milton 014,1132,1,3,5,0,9,4,9,2,0,15,16,11,17,0,44,46,29,23,0,98,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,168
Milton 015,1334,1,3,2,0,6,6,8,10,0,24,13,28,36,0,77,24,46,29,0,99,2,0,1,0,3,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
Milton 016,1182,4,6,8,0,18,10,5,6,0,21,19,24,24,0,67,37,29,38,0,104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,214
Milton 017,885,0,2,2,0,4,6,5,18,0,29,16,15,39,0,70,18,25,24,0,67,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,177
Milton 018,1129,4,0,7,0,11,6,4,8,0,18,36,36,52,0,124,30,28,41,0,99,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
Milton 019,890,3,2,5,0,10,9,9,10,0,28,42,21,31,0,94,31,32,31,0,94,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
Milton 020,1080,3,0,1,0,4,9,5,13,0,27,25,29,50,0,104,34,32,38,0,104,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,242
Milton 021,1121,2,1,3,0,6,10,4,10,0,24,20,36,53,0,109,39,14,42,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
Milton 022,825,0,1,1,0,2,7,7,4,0,18,9,11,27,0,47,11,12,23,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,116
Milton 023,796,3,6,4,0,13,1,6,4,0,11,12,27,20,0,59,12,19,21,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
Milton 024,1052,1,7,5,0,13,7,1,7,0,15,23,18,28,0,69,32,21,27,0,80,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,1,1,0,0,2,0,0,0,0,0,184
Milton 025,1177,3,2,2,0,7,1,5,7,0,13,21,28,37,0,86,19,16,35,0,70,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,181
Milton 026,1060,0,0,10,0,10,4,2,12,0,18,19,19,29,0,67,20,16,38,0,74,0,0,1,0,1,0,3,0,0,3,0,0,0,0,0,0,1,1,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,177
Milton 027,806,1,1,10,0,12,2,1,9,0,12,10,18,34,0,62,9,14,15,0,38,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,129
Milton 028,821,3,8,4,0,15,3,2,11,0,16,11,14,28,0,53,26,17,27,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,156
Milton 029,1046,3,1,8,0,12,3,6,12,0,21,25,28,74,0,127,33,33,29,0,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
Milton 030,891,3,1,4,0,8,5,5,8,0,18,16,16,27,0,59,13,13,19,0,45,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,133
Milton 031,1365,2,4,6,0,12,8,9,17,0,34,34,35,61,0,130,16,34,23,0,73,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
Milton 032,1266,6,5,9,0,20,11,22,17,0,50,41,28,78,0,147,41,27,34,0,102,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,325
Milton 033,1366,5,4,5,0,14,18,13,15,0,46,37,25,53,0,115,45,35,37,0,117,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,298
Milton 034,1237,2,4,5,0,11,4,6,2,0,12,30,33,60,0,123,41,15,43,0,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,250
Milton 035,1276,6,2,7,0,15,15,5,18,0,38,46,23,35,0,104,29,23,35,0,87,0,0,1,0,1,0,0,0,0,0,0,2,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249
Milton 036,1169,2,0,2,0,4,12,3,15,0,30,35,35,50,0,120,48,14,47,0,109,0,0,0,0,0,1,0,1,0,2,1,0,1,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,269
Milton 037,963,0,7,0,0,7,9,10,7,0,26,28,33,17,0,78,26,72,12,0,110,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
Milton 038,1204,1,1,7,0,9,13,7,13,0,33,25,26,42,0,93,36,16,20,0,72,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,211
Milton 039,908,2,5,6,0,13,2,5,7,0,14,32,24,35,0,91,33,14,30,0,77,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,199
Milton 040,1202,0,3,7,0,10,4,4,16,0,24,23,21,61,0,105,18,43,31,0,92,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,1,0,4,0,0,0,0,0,0,0,0,0,0,237
Milton 041,897,1,11,7,0,19,8,1,10,0,19,28,14,50,0,92,15,23,34,0,72,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,208
Milton 042,1112,10,7,8,0,25,15,15,9,0,39,19,20,50,0,89,29,25,26,0,80,0,2,0,0,2,0,0,2,0,2,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
Milton 043,1071,0,2,6,0,8,9,3,10,0,22,34,23,44,0,101,38,33,34,0,105,0,0,1,0,1,0,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,241
Milton 044,1079,3,4,2,0,9,14,7,10,0,31,14,20,57,0,91,30,22,41,0,93,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,228
Milton 045,1296,1,3,6,0,10,8,6,11,0,25,20,32,64,0,116,30,33,46,0,109,0,0,0,0,0,1,2,0,0,3,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,266
Milton 046,923,3,1,2,0,6,25,12,50,0,87,3,16,21,0,40,17,9,7,0,33,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,1,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,174
Milton 047,1013,0,8,2,0,10,9,4,11,0,24,20,27,30,0,77,26,53,34,0,113,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
Milton 048,963,0,2,2,0,4,4,5,11,0,20,15,25,58,0,98,14,37,42,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
Milton 049,443,0,0,1,0,1,2,4,5,0,11,12,12,19,0,43,10,7,19,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
Milton 050,765,2,4,3,0,9,7,3,5,0,15,24,20,20,0,64,9,16,15,0,40,0,2,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,134
Milton 051,1120,8,1,5,0,14,14,10,7,0,31,19,26,45,0,90,32,26,31,0,89,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
Milton 052,1116,4,3,2,0,9,12,10,7,0,29,22,21,36,0,79,19,23,27,0,69,1,0,0,0,1,2,0,2,0,4,1,0,0,0,1,1,0,3,0,4,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,198
Milton 053,755,1,3,5,0,9,0,2,8,0,10,15,13,27,0,55,18,13,25,0,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
Milton 054,1314,5,4,6,0,15,12,8,19,0,39,25,26,51,0,102,42,35,53,0,130,0,0,1,0,1,0,0,2,0,2,1,0,0,0,1,1,1,0,0,2,0,1,1,0,2,0,0,1,0,1,0,0,0,0,0,295
Milton 055,1157,0,2,4,0,6,18,3,25,0,46,20,15,36,0,71,43,36,63,0,142,0,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,269
Milton 056,1120,2,0,3,0,5,19,6,25,0,50,17,19,38,0,74,28,16,23,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,2,0,0,2,0,0,0,0,0,200
Milton 057,1048,4,4,7,0,15,3,14,13,0,30,24,21,41,0,86,21,33,32,0,86,0,3,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,224
Milton 058,1001,1,4,4,0,9,6,2,10,0,18,12,24,33,0,69,17,34,39,0,90,0,0,0,0,0,0,0,1,0,1,0,2,1,0,3,1,0,1,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,194
Milton 059,1086,2,3,4,0,9,2,5,4,0,11,22,25,48,0,95,14,19,34,0,67,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
Milton 060,1194,1,1,6,0,8,3,8,8,0,19,21,27,30,0,78,24,39,41,0,104,0,0,0,0,0,0,0,2,0,2,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214
Milton 061,1020,0,8,1,0,9,9,4,14,0,27,32,32,27,0,91,38,30,26,0,94,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,227
Milton 062,1222,3,5,7,0,15,12,11,25,0,48,40,21,28,0,89,33,28,41,0,102,2,0,0,0,2,0,0,2,0,2,0,1,2,0,3,2,0,1,0,3,0,0,2,0,2,0,0,3,0,3,0,0,0,0,0,269
Milton 063,681,0,2,2,0,4,7,3,10,0,20,12,5,17,0,34,20,19,24,0,63,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
Milton 064,1196,0,2,2,0,4,6,3,3,0,12,32,26,38,0,96,35,20,38,0,93,0,0,2,0,2,0,0,3,0,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
Milton 065,920,2,3,3,0,8,4,2,17,0,23,18,17,29,0,64,26,39,21,0,86,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,2,0,2,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,189
Milton 066,1046,2,2,3,0,7,15,8,12,0,35,10,22,32,0,64,40,30,37,0,107,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
Milton 067,898,3,4,5,0,12,10,4,19,0,33,16,23,46,0,85,34,22,45,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,233
Milton 068,985,2,2,0,0,4,5,6,10,0,21,10,28,33,0,71,21,29,20,0,70,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,171
Milton 069,1119,1,5,2,0,8,3,7,11,0,21,21,28,37,0,86,20,21,37,0,78,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
Milton 070,1191,5,3,5,0,13,4,6,3,0,13,10,24,55,0,89,19,23,37,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
Milton 071,1097,5,0,1,0,6,8,13,5,0,26,22,10,28,0,60,25,35,30,0,90,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,188
Milton 072,1268,1,1,8,0,10,14,7,11,0,32,28,10,41,0,79,21,27,24,0,72,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
Milton 073,896,2,4,6,0,12,8,4,17,0,29,14,28,58,0,100,39,36,41,0,116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,2,0,3,0,0,0,0,0,263
Milton 074,898,2,2,3,0,7,15,10,16,0,41,12,24,45,0,81,22,19,29,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
Milton 075,886,1,5,4,0,10,10,6,10,0,26,15,27,50,0,92,13,24,27,0,64,0,0,1,0,1,0,0,1,0,1,0,2,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,198
Milton 076,1297,3,3,6,1,13,18,7,18,0,43,21,19,39,0,79,34,38,50,0,122,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,263
Milton 077,1148,2,5,3,0,10,9,8,19,0,36,19,20,17,0,56,9,28,23,0,60,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
Milton 078,812,1,1,2,0,4,10,10,7,0,27,14,21,13,0,48,11,24,16,0,51,0,2,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135
Milton 079,970,0,5,11,0,16,7,4,11,0,22,16,17,26,0,59,30,39,37,0,106,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,3,0,3,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,211
Milton 080,974,11,18,15,0,44,6,2,18,0,26,24,19,36,0,79,24,27,45,0,96,0,0,0,0,0,1,2,2,0,5,0,2,1,0,3,0,0,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,257
Milton 081,936,3,2,11,0,16,6,14,7,0,27,13,12,45,0,70,22,23,38,0,83,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
Naperville 001,1339,1,1,3,0,5,2,13,15,0,30,12,25,55,0,92,7,32,60,0,99,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2,0,1,1,0,2,0,0,0,0,0,232
Naperville 002,1138,1,2,0,0,3,6,7,15,0,28,15,16,37,0,68,15,26,25,0,66,0,1,2,0,3,1,3,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,176
Naperville 003,1411,2,1,6,0,9,6,9,9,0,24,22,54,41,0,117,23,98,28,0,149,0,0,0,0,0,0,1,1,0,2,1,1,1,0,3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,308
Naperville 004,958,2,0,1,0,3,3,7,9,0,19,13,28,32,0,73,9,30,22,0,61,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,161
Naperville 005,1036,1,5,8,0,14,6,4,8,0,18,17,25,33,0,75,7,11,38,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,166
Naperville 006,1277,10,4,12,0,26,6,5,17,0,28,16,13,51,0,80,11,19,42,0,72,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
Naperville 007,1029,0,2,5,0,7,6,8,8,0,22,22,24,44,0,90,18,19,30,0,67,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,192
Naperville 008,1011,1,1,2,0,4,1,15,3,0,19,10,17,33,0,60,5,13,26,0,44,0,0,3,0,3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,135
Naperville 009,1115,3,2,6,0,11,1,6,6,0,13,16,19,68,0,103,6,16,41,0,63,0,0,1,0,1,0,2,1,0,3,0,1,3,0,4,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,201
Naperville 010,1164,2,2,6,0,10,5,8,11,0,24,19,26,61,0,106,13,31,36,1,81,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,2,0,3,0,1,1,0,2,0,0,0,0,0,230
Naperville 011,1078,0,2,5,0,7,2,6,17,0,25,22,30,59,0,111,14,22,25,0,61,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,210
Naperville 012,1116,1,1,5,0,7,6,10,15,0,31,25,21,30,0,76,28,23,24,0,75,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,192
Naperville 013,1223,2,0,8,0,10,2,9,17,0,28,39,21,76,0,136,20,25,38,0,83,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,263
Naperville 014,1253,0,1,4,0,5,1,4,11,0,16,34,26,49,0,109,33,22,28,0,83,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,218
Naperville 015,1014,1,2,5,0,8,4,5,16,0,25,21,29,48,0,98,30,25,26,0,81,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,218
Naperville 016,1287,0,1,7,0,8,4,7,12,0,23,14,25,42,0,81,18,31,34,0,83,0,0,1,0,1,2,2,1,0,5,0,1,1,0,2,0,2,1,0,3,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,209
Naperville 017,1411,1,3,3,0,7,3,8,12,0,23,26,21,63,1,111,16,37,26,0,79,0,0,0,0,0,0,1,1,0,2,0,1,3,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,228
Naperville 018,1214,0,9,6,0,15,9,10,18,0,37,27,25,38,0,90,21,15,23,0,59,0,0,1,0,1,1,0,0,0,1,0,1,1,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
Naperville 019,1015,1,1,5,0,7,2,7,12,0,21,9,10,34,0,53,14,13,34,0,61,0,1,0,0,1,0,0,2,0,2,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
Naperville 020,1044,0,3,3,0,6,5,4,13,0,22,8,11,32,0,51,14,22,55,0,91,0,0,0,0,0,0,0,1,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
Naperville 021,1300,2,5,6,0,13,10,8,12,0,30,32,32,58,0,122,23,24,44,0,91,0,0,0,0,0,0,3,1,0,4,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,265
Naperville 022,1025,1,2,4,0,7,11,4,4,0,19,39,20,38,0,97,35,18,21,0,74,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,204
Naperville 023,1023,4,5,4,0,13,3,11,4,1,19,40,21,48,0,109,17,13,21,0,51,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4,0,0,0,0,0,0,0,0,0,0,197
Naperville 024,1185,1,0,5,0,6,4,5,21,0,30,12,16,57,0,85,14,13,33,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,187
Naperville 025,1343,0,2,7,0,9,1,3,25,0,29,18,15,55,0,88,11,11,38,0,60,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,2,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,193
Naperville 026,857,0,3,4,0,7,8,11,8,0,27,12,12,42,0,66,7,7,18,0,32,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,1,0,1,0,2,0,0,0,0,0,139
Naperville 027,1018,2,0,3,0,5,8,7,16,0,31,30,7,43,0,80,23,13,18,0,54,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,3,1,0,0,0,1,0,0,0,0,0,177
