JoinField,JoinField_alt,Karina Villa,Stephanie A. Kifowit,Holly Kim,Margaret Croke,Total Voters
COOK:7000001,COOK:Barrington Precinct 1,22,18,59,75,174
COOK:7000002,COOK:Barrington Precinct 2,51,14,46,75,186
COOK:7000003,COOK:Barrington Precinct 3,40,9,39,47,135
COOK:7000004,COOK:Barrington Precinct 4,136,32,61,76,305
COOK:7000005,COOK:Barrington Precinct 5,23,20,46,37,126
COOK:7000006,COOK:Barrington Precinct 6,38,17,53,109,217
COOK:7000007,COOK:Barrington Precinct 7,24,4,13,14,55
COOK:7000008,COOK:Barrington Precinct 8,143,17,64,69,293
COOK:7000009,COOK:Barrington Precinct 9,32,11,44,49,136
COOK:7000010,COOK:Barrington Precinct 10,57,23,76,98,254
COOK:7000011,COOK:Barrington Precinct 11,88,5,34,50,177
COOK:9901001,COOK:Berwyn Ward 1 Precinct 1,72,10,32,64,178
COOK:9901002,COOK:Berwyn Ward 1 Precinct 2,88,14,24,45,171
COOK:9901003,COOK:Berwyn Ward 1 Precinct 3,155,17,29,58,259
COOK:9901004,COOK:Berwyn Ward 1 Precinct 4,154,18,44,137,353
COOK:9902001,COOK:Berwyn Ward 2 Precinct 1,55,12,15,36,118
COOK:9902002,COOK:Berwyn Ward 2 Precinct 2,105,5,19,33,162
COOK:9902003,COOK:Berwyn Ward 2 Precinct 3,139,8,29,69,245
COOK:9902004,COOK:Berwyn Ward 2 Precinct 4,175,18,47,108,348
COOK:9903001,COOK:Berwyn Ward 3 Precinct 1,198,15,52,92,357
COOK:9903002,COOK:Berwyn Ward 3 Precinct 2,81,3,21,54,159
COOK:9903003,COOK:Berwyn Ward 3 Precinct 3,121,16,41,80,258
COOK:9903004,COOK:Berwyn Ward 3 Precinct 4,121,7,36,57,221
COOK:9904001,COOK:Berwyn Ward 4 Precinct 1,63,5,17,29,114
COOK:9904002,COOK:Berwyn Ward 4 Precinct 2,120,15,23,37,195
COOK:9904003,COOK:Berwyn Ward 4 Precinct 3,141,10,31,45,227
COOK:9904004,COOK:Berwyn Ward 4 Precinct 4,97,12,14,31,154
COOK:9905001,COOK:Berwyn Ward 5 Precinct 1,135,9,32,74,250
COOK:9905002,COOK:Berwyn Ward 5 Precinct 2,101,10,17,44,172
COOK:9905003,COOK:Berwyn Ward 5 Precinct 3,86,4,15,30,135
COOK:9906001,COOK:Berwyn Ward 6 Precinct 1,54,4,14,25,97
COOK:9906002,COOK:Berwyn Ward 6 Precinct 2,63,10,20,23,116
COOK:9906003,COOK:Berwyn Ward 6 Precinct 3,74,9,9,48,140
COOK:9906004,COOK:Berwyn Ward 6 Precinct 4,121,7,32,34,194
COOK:9907001,COOK:Berwyn Ward 7 Precinct 1,85,8,15,28,136
COOK:9907002,COOK:Berwyn Ward 7 Precinct 2,77,5,21,53,156
COOK:9907003,COOK:Berwyn Ward 7 Precinct 3,121,13,24,45,203
COOK:9907004,COOK:Berwyn Ward 7 Precinct 4,82,10,30,49,171
COOK:9908001,COOK:Berwyn Ward 8 Precinct 1,143,18,41,89,291
COOK:9908002,COOK:Berwyn Ward 8 Precinct 2,122,7,28,50,207
COOK:9908003,COOK:Berwyn Ward 8 Precinct 3,62,9,16,20,107
COOK:7100001,COOK:Bloom Precinct 1,93,22,65,144,324
COOK:7100002,COOK:Bloom Precinct 2,65,11,52,119,247
COOK:7100003,COOK:Bloom Precinct 3,30,9,14,48,101
COOK:7100004,COOK:Bloom Precinct 4,52,4,32,57,145
COOK:7100005,COOK:Bloom Precinct 5,82,12,56,128,278
COOK:7100006,COOK:Bloom Precinct 6,14,6,7,14,41
COOK:7100007,COOK:Bloom Precinct 7,45,14,34,110,203
COOK:7100008,COOK:Bloom Precinct 8,38,13,21,45,117
COOK:7100009,COOK:Bloom Precinct 9,38,11,22,55,126
COOK:7100010,COOK:Bloom Precinct 10,16,7,10,14,47
COOK:7100011,COOK:Bloom Precinct 11,27,3,15,39,84
COOK:7100012,COOK:Bloom Precinct 12,49,24,36,104,213
COOK:7100013,COOK:Bloom Precinct 13,90,20,65,183,358
COOK:7100014,COOK:Bloom Precinct 14,66,18,47,114,245
COOK:7100015,COOK:Bloom Precinct 15,31,6,19,60,116
COOK:7100016,COOK:Bloom Precinct 16,65,18,59,107,249
COOK:7100017,COOK:Bloom Precinct 17,36,17,24,98,175
COOK:7100018,COOK:Bloom Precinct 18,45,10,18,62,135
COOK:7100019,COOK:Bloom Precinct 19,64,12,44,123,243
COOK:7100020,COOK:Bloom Precinct 20,40,13,48,83,184
COOK:7100021,COOK:Bloom Precinct 21,7,1,8,14,30
COOK:7100022,COOK:Bloom Precinct 22,41,3,28,27,99
COOK:7100023,COOK:Bloom Precinct 23,51,17,31,68,167
COOK:7100024,COOK:Bloom Precinct 24,64,19,74,125,282
COOK:7100025,COOK:Bloom Precinct 25,38,7,17,57,119
COOK:7100026,COOK:Bloom Precinct 26,33,9,28,84,154
COOK:7100027,COOK:Bloom Precinct 27,36,16,29,76,157
COOK:7100028,COOK:Bloom Precinct 28,29,8,21,104,162
COOK:7100029,COOK:Bloom Precinct 29,17,11,11,28,67
COOK:7100030,COOK:Bloom Precinct 30,79,17,49,130,275
COOK:7100031,COOK:Bloom Precinct 31,83,17,43,119,262
COOK:7100032,COOK:Bloom Precinct 32,44,15,36,64,159
COOK:7100033,COOK:Bloom Precinct 33,49,13,45,107,214
COOK:7100034,COOK:Bloom Precinct 34,77,35,52,174,338
COOK:7100035,COOK:Bloom Precinct 35,28,1,7,34,70
COOK:7100036,COOK:Bloom Precinct 36,68,19,64,144,295
COOK:7100037,COOK:Bloom Precinct 37,41,11,32,65,149
COOK:7100038,COOK:Bloom Precinct 38,137,39,131,310,617
COOK:7100039,COOK:Bloom Precinct 39,37,3,18,61,119
COOK:7100040,COOK:Bloom Precinct 40,126,34,90,205,455
COOK:7100041,COOK:Bloom Precinct 41,70,23,59,142,294
COOK:7100042,COOK:Bloom Precinct 42,58,14,66,177,315
COOK:7100043,COOK:Bloom Precinct 43,48,13,45,140,246
COOK:7100044,COOK:Bloom Precinct 44,68,17,41,95,221
COOK:7100045,COOK:Bloom Precinct 45,80,20,61,161,322
COOK:7100046,COOK:Bloom Precinct 46,42,3,6,35,86
COOK:7100047,COOK:Bloom Precinct 47,68,31,28,115,242
COOK:7100048,COOK:Bloom Precinct 48,59,11,33,66,169
COOK:7100049,COOK:Bloom Precinct 49,105,26,78,216,425
COOK:7100050,COOK:Bloom Precinct 50,51,10,44,137,242
COOK:7100051,COOK:Bloom Precinct 51,22,6,11,40,79
COOK:7100052,COOK:Bloom Precinct 52,27,3,28,75,133
COOK:7100053,COOK:Bloom Precinct 53,24,6,14,29,73
COOK:7100054,COOK:Bloom Precinct 54,43,8,13,69,133
COOK:7200001,COOK:Bremen Precinct 1,46,8,51,98,203
COOK:7200002,COOK:Bremen Precinct 2,45,18,46,111,220
COOK:7200003,COOK:Bremen Precinct 3,55,12,41,91,199
COOK:7200004,COOK:Bremen Precinct 4,50,11,22,75,158
COOK:7200005,COOK:Bremen Precinct 5,31,3,26,44,104
COOK:7200006,COOK:Bremen Precinct 6,51,17,27,62,157
COOK:7200007,COOK:Bremen Precinct 7,27,6,18,72,123
COOK:7200008,COOK:Bremen Precinct 8,25,6,24,77,132
COOK:7200009,COOK:Bremen Precinct 9,58,13,33,79,183
COOK:7200010,COOK:Bremen Precinct 10,55,10,31,57,153
COOK:7200011,COOK:Bremen Precinct 11,45,17,31,87,180
COOK:7200012,COOK:Bremen Precinct 12,72,18,51,150,291
COOK:7200013,COOK:Bremen Precinct 13,46,15,19,70,150
COOK:7200014,COOK:Bremen Precinct 14,40,16,19,42,117
COOK:7200015,COOK:Bremen Precinct 15,46,19,26,90,181
COOK:7200016,COOK:Bremen Precinct 16,38,5,23,68,134
COOK:7200017,COOK:Bremen Precinct 17,40,18,39,85,182
COOK:7200018,COOK:Bremen Precinct 18,47,8,28,75,158
COOK:7200019,COOK:Bremen Precinct 19,65,11,39,90,205
COOK:7200020,COOK:Bremen Precinct 20,39,18,22,80,159
COOK:7200021,COOK:Bremen Precinct 21,41,10,28,77,156
COOK:7200022,COOK:Bremen Precinct 22,27,5,19,37,88
COOK:7200023,COOK:Bremen Precinct 23,9,3,15,19,46
COOK:7200024,COOK:Bremen Precinct 24,25,9,13,51,98
COOK:7200025,COOK:Bremen Precinct 25,40,9,34,59,142
COOK:7200026,COOK:Bremen Precinct 26,60,20,48,150,278
COOK:7200027,COOK:Bremen Precinct 27,57,15,22,71,165
COOK:7200028,COOK:Bremen Precinct 28,27,2,8,27,64
COOK:7200029,COOK:Bremen Precinct 29,66,26,53,156,301
COOK:7200030,COOK:Bremen Precinct 30,29,8,28,71,136
COOK:7200031,COOK:Bremen Precinct 31,41,10,30,95,176
COOK:7200032,COOK:Bremen Precinct 32,83,12,47,144,286
COOK:7200033,COOK:Bremen Precinct 33,58,12,20,58,148
COOK:7200034,COOK:Bremen Precinct 34,48,13,27,78,166
COOK:7200035,COOK:Bremen Precinct 35,63,16,37,106,222
COOK:7200036,COOK:Bremen Precinct 36,81,15,42,147,285
COOK:7200037,COOK:Bremen Precinct 37,42,14,41,72,169
COOK:7200038,COOK:Bremen Precinct 38,75,14,36,78,203
COOK:7200039,COOK:Bremen Precinct 39,35,12,8,46,101
COOK:7200040,COOK:Bremen Precinct 40,95,21,54,175,345
COOK:7200041,COOK:Bremen Precinct 41,58,9,24,43,134
COOK:7200042,COOK:Bremen Precinct 42,50,5,18,63,136
COOK:7200043,COOK:Bremen Precinct 43,49,5,25,48,127
COOK:7200044,COOK:Bremen Precinct 44,54,18,36,95,203
COOK:7200045,COOK:Bremen Precinct 45,22,3,14,27,66
COOK:7200046,COOK:Bremen Precinct 46,87,21,47,193,348
COOK:7200047,COOK:Bremen Precinct 47,34,7,23,94,158
COOK:7200048,COOK:Bremen Precinct 48,31,7,32,79,149
COOK:7200049,COOK:Bremen Precinct 49,39,12,33,112,196
COOK:7200050,COOK:Bremen Precinct 50,55,15,46,99,215
COOK:7200051,COOK:Bremen Precinct 51,36,4,21,66,127
COOK:7200052,COOK:Bremen Precinct 52,42,13,30,55,140
COOK:7200053,COOK:Bremen Precinct 53,15,5,15,43,78
COOK:7200054,COOK:Bremen Precinct 54,34,13,15,43,105
COOK:7200055,COOK:Bremen Precinct 55,42,11,19,38,110
COOK:7200056,COOK:Bremen Precinct 56,45,23,31,92,191
COOK:9400012,COOK:Bremen Precinct 57,51,11,19,70,151
COOK:7200058,COOK:Bremen Precinct 58,36,12,24,69,141
COOK:7200059,COOK:Bremen Precinct 59,34,11,19,47,111
COOK:7200060,COOK:Bremen Precinct 60,43,5,18,46,112
COOK:7200061,COOK:Bremen Precinct 61,22,4,22,45,93
COOK:7200062,COOK:Bremen Precinct 62,39,9,20,40,108
COOK:7200063,COOK:Bremen Precinct 63,55,16,23,122,216
COOK:7200064,COOK:Bremen Precinct 64,52,10,30,93,185
COOK:7200065,COOK:Bremen Precinct 65,32,9,34,68,143
COOK:7200066,COOK:Bremen Precinct 66,82,22,57,190,351
COOK:7300001,COOK:Calumet Precinct 1,61,9,15,75,160
COOK:7300002,COOK:Calumet Precinct 2,50,7,21,48,126
COOK:7300003,COOK:Calumet Precinct 3,35,12,28,106,181
COOK:7300004,COOK:Calumet Precinct 4,29,11,21,65,126
COOK:7300005,COOK:Calumet Precinct 5,59,16,43,148,266
COOK:7300006,COOK:Calumet Precinct 6,65,10,48,95,218
COOK:7300007,COOK:Calumet Precinct 7,57,8,28,89,182
COOK:7300008,COOK:Calumet Precinct 8,33,2,13,40,88
COOK:7300009,COOK:Calumet Precinct 9,57,14,43,112,226
COOK:7300010,COOK:Calumet Precinct 10,67,12,33,116,228
COOK:7300011,COOK:Calumet Precinct 11,101,20,41,162,324
COOK:9800001,COOK:Cicero Precinct 1,135,3,15,12,165
COOK:9800002,COOK:Cicero Precinct 2,59,8,4,7,78
COOK:9800003,COOK:Cicero Precinct 3,79,12,10,14,115
COOK:9800004,COOK:Cicero Precinct 4,96,5,14,15,130
COOK:9800005,COOK:Cicero Precinct 5,162,15,30,41,248
COOK:9800006,COOK:Cicero Precinct 6,112,4,19,29,164
COOK:9800007,COOK:Cicero Precinct 7,59,6,18,13,96
COOK:9800008,COOK:Cicero Precinct 8,77,7,8,19,111
COOK:9800009,COOK:Cicero Precinct 9,121,10,18,23,172
COOK:9800010,COOK:Cicero Precinct 10,133,15,24,17,189
COOK:9800011,COOK:Cicero Precinct 11,120,12,28,44,204
COOK:9800012,COOK:Cicero Precinct 12,132,14,15,27,188
COOK:9800013,COOK:Cicero Precinct 13,107,18,39,25,189
COOK:9800014,COOK:Cicero Precinct 14,112,6,16,33,167
COOK:9800015,COOK:Cicero Precinct 15,102,9,25,29,165
COOK:9800016,COOK:Cicero Precinct 16,79,7,9,14,109
COOK:9800017,COOK:Cicero Precinct 17,106,4,13,17,140
COOK:9800018,COOK:Cicero Precinct 18,79,3,15,13,110
COOK:9800019,COOK:Cicero Precinct 19,127,8,20,39,194
COOK:9800020,COOK:Cicero Precinct 20,69,8,8,30,115
COOK:9800021,COOK:Cicero Precinct 21,102,6,16,17,141
COOK:9800022,COOK:Cicero Precinct 22,104,9,17,25,155
COOK:9800023,COOK:Cicero Precinct 23,137,11,14,29,191
