JoinField,JoinField_alt,Casey Chlebek,Don Tracy,R. Cary Capparelli,Pamela Denise Long,"Jimmy Lee Tillman, II",Jeannie Evans,Total Voters
COOK:8500006,COOK:Oak Park Precinct 6,3,7,5,2,0,1,18
COOK:8500007,COOK:Oak Park Precinct 7,1,3,2,5,1,3,15
COOK:8500008,COOK:Oak Park Precinct 8,5,3,0,2,0,0,10
COOK:8500009,COOK:Oak Park Precinct 9,2,6,2,2,2,3,17
COOK:8500010,COOK:Oak Park Precinct 10,0,4,0,2,0,6,12
COOK:8500011,COOK:Oak Park Precinct 11,1,4,2,1,0,3,11
COOK:8500012,COOK:Oak Park Precinct 12,2,1,0,0,0,2,5
COOK:8500013,COOK:Oak Park Precinct 13,3,2,1,1,0,5,12
COOK:8500014,COOK:Oak Park Precinct 14,0,4,6,1,0,10,21
COOK:8500015,COOK:Oak Park Precinct 15,4,5,1,0,1,2,13
COOK:8500016,COOK:Oak Park Precinct 16,3,11,1,2,2,5,24
COOK:8500017,COOK:Oak Park Precinct 17,6,7,2,0,2,4,21
COOK:8500018,COOK:Oak Park Precinct 18,4,5,4,1,0,9,23
COOK:8500019,COOK:Oak Park Precinct 19,1,3,1,0,0,5,10
COOK:8500020,COOK:Oak Park Precinct 20,2,9,3,0,1,8,23
COOK:8500021,COOK:Oak Park Precinct 21,0,3,2,2,0,1,8
COOK:8500022,COOK:Oak Park Precinct 22,2,6,1,1,0,2,12
COOK:8500023,COOK:Oak Park Precinct 23,3,0,3,3,0,4,13
COOK:8500024,COOK:Oak Park Precinct 24,0,6,0,2,0,5,13
COOK:8500025,COOK:Oak Park Precinct 25,1,3,0,3,0,4,11
COOK:8500026,COOK:Oak Park Precinct 26,2,5,4,4,0,3,18
COOK:8500027,COOK:Oak Park Precinct 27,3,13,5,4,0,6,31
COOK:8500028,COOK:Oak Park Precinct 28,4,4,3,0,2,2,15
COOK:8500029,COOK:Oak Park Precinct 29,1,7,1,1,0,6,16
COOK:8500030,COOK:Oak Park Precinct 30,0,8,0,1,0,3,12
COOK:8500031,COOK:Oak Park Precinct 31,4,10,3,4,1,5,27
COOK:8500032,COOK:Oak Park Precinct 32,0,4,1,1,1,0,7
COOK:8600001,COOK:Orland Precinct 1,10,20,7,3,4,18,62
COOK:8600002,COOK:Orland Precinct 2,15,33,6,5,2,29,90
COOK:8600003,COOK:Orland Precinct 3,9,14,6,1,0,9,39
COOK:8600004,COOK:Orland Precinct 4,21,44,13,5,0,31,114
COOK:8600005,COOK:Orland Precinct 5,15,25,16,5,3,18,82
COOK:8600006,COOK:Orland Precinct 6,10,16,13,7,1,19,66
COOK:8600007,COOK:Orland Precinct 7,17,22,9,4,2,22,76
COOK:8600008,COOK:Orland Precinct 8,12,32,6,4,3,11,68
COOK:8600009,COOK:Orland Precinct 9,19,29,11,2,2,17,80
COOK:8600010,COOK:Orland Precinct 10,9,21,8,7,1,12,58
COOK:8600011,COOK:Orland Precinct 11,10,29,11,5,1,25,81
COOK:8600012,COOK:Orland Precinct 12,2,10,5,1,3,8,29
COOK:8600013,COOK:Orland Precinct 13,12,23,13,5,1,15,69
COOK:8600014,COOK:Orland Precinct 14,8,8,11,5,1,7,40
COOK:8600015,COOK:Orland Precinct 15,13,39,14,8,0,17,91
COOK:8600016,COOK:Orland Precinct 16,22,44,16,4,0,17,103
COOK:8600017,COOK:Orland Precinct 17,4,16,9,2,0,9,40
COOK:8600018,COOK:Orland Precinct 18,19,45,17,6,1,15,103
COOK:8600019,COOK:Orland Precinct 19,3,18,11,1,1,15,49
COOK:8600020,COOK:Orland Precinct 20,11,11,10,3,2,12,49
COOK:8600021,COOK:Orland Precinct 21,14,28,12,4,0,24,82
COOK:8600022,COOK:Orland Precinct 22,13,21,6,6,2,17,65
COOK:8600023,COOK:Orland Precinct 23,16,31,20,3,4,26,100
COOK:8600024,COOK:Orland Precinct 24,19,43,12,6,2,24,106
COOK:8600025,COOK:Orland Precinct 25,12,31,22,4,3,27,99
COOK:8600026,COOK:Orland Precinct 26,10,20,13,11,2,10,66
COOK:8600027,COOK:Orland Precinct 27,10,36,11,7,0,14,78
COOK:8600028,COOK:Orland Precinct 28,8,34,15,3,1,19,80
COOK:8600029,COOK:Orland Precinct 29,21,46,15,9,2,25,118
COOK:8600030,COOK:Orland Precinct 30,8,17,7,3,3,7,45
COOK:8600031,COOK:Orland Precinct 31,11,13,7,3,0,6,40
COOK:8600032,COOK:Orland Precinct 32,18,46,14,9,6,26,119
COOK:8600033,COOK:Orland Precinct 33,19,41,11,3,2,17,93
COOK:8600034,COOK:Orland Precinct 34,11,23,11,5,4,12,66
COOK:8600035,COOK:Orland Precinct 35,18,43,15,6,2,27,111
COOK:8600036,COOK:Orland Precinct 36,8,15,11,1,3,13,51
COOK:8600037,COOK:Orland Precinct 37,12,37,9,5,2,13,78
COOK:8600038,COOK:Orland Precinct 38,5,15,8,2,2,9,41
COOK:8600039,COOK:Orland Precinct 39,7,30,14,6,0,16,73
COOK:8600040,COOK:Orland Precinct 40,16,25,11,5,0,17,74
COOK:8600041,COOK:Orland Precinct 41,12,23,11,6,0,10,62
COOK:8600042,COOK:Orland Precinct 42,13,27,16,3,2,13,74
COOK:8600043,COOK:Orland Precinct 43,5,10,2,0,0,2,19
COOK:8600044,COOK:Orland Precinct 44,5,32,3,3,2,11,56
COOK:8600045,COOK:Orland Precinct 45,14,26,11,7,1,20,79
COOK:8600046,COOK:Orland Precinct 46,2,4,6,2,1,12,27
COOK:8600047,COOK:Orland Precinct 47,18,41,15,4,5,30,113
COOK:8600048,COOK:Orland Precinct 48,12,27,9,4,1,3,56
COOK:8600049,COOK:Orland Precinct 49,11,32,19,4,1,19,86
COOK:8600050,COOK:Orland Precinct 50,9,11,8,2,4,10,44
COOK:8600051,COOK:Orland Precinct 51,10,14,11,4,0,21,60
COOK:8600052,COOK:Orland Precinct 52,8,29,14,4,2,15,72
COOK:8600053,COOK:Orland Precinct 53,21,33,16,3,2,26,101
COOK:8600054,COOK:Orland Precinct 54,9,14,7,6,0,16,52
COOK:8600055,COOK:Orland Precinct 55,12,18,4,3,0,18,55
COOK:8600056,COOK:Orland Precinct 56,4,45,13,3,3,10,78
COOK:8600057,COOK:Orland Precinct 57,8,16,19,2,2,12,59
COOK:8600058,COOK:Orland Precinct 58,9,25,11,7,2,24,78
COOK:8600059,COOK:Orland Precinct 59,12,36,4,4,0,34,90
COOK:8600060,COOK:Orland Precinct 60,9,24,3,1,0,6,43
COOK:8600061,COOK:Orland Precinct 61,10,22,10,4,1,12,59
COOK:8600062,COOK:Orland Precinct 62,16,26,12,3,4,10,71
COOK:8700001,COOK:Palatine Precinct 1,6,21,12,3,1,12,55
COOK:8700002,COOK:Palatine Precinct 2,10,46,9,7,0,27,99
COOK:8700003,COOK:Palatine Precinct 3,7,25,12,8,3,23,78
COOK:8700004,COOK:Palatine Precinct 4,2,10,2,1,2,1,18
COOK:8700005,COOK:Palatine Precinct 5,15,27,9,7,7,40,105
COOK:8700006,COOK:Palatine Precinct 6,7,31,6,5,5,25,79
COOK:8700007,COOK:Palatine Precinct 7,6,29,10,5,5,15,70
COOK:8700008,COOK:Palatine Precinct 8,2,26,6,7,1,14,56
COOK:8700009,COOK:Palatine Precinct 9,4,34,5,6,0,23,72
COOK:8700010,COOK:Palatine Precinct 10,6,51,16,7,1,23,104
COOK:8700011,COOK:Palatine Precinct 11,6,14,4,4,1,15,44
COOK:8700012,COOK:Palatine Precinct 12,9,35,4,7,2,25,82
COOK:8700013,COOK:Palatine Precinct 13,11,21,12,6,4,15,69
COOK:8700014,COOK:Palatine Precinct 14,9,39,9,7,2,16,82
COOK:8700015,COOK:Palatine Precinct 15,11,23,10,1,2,19,66
COOK:8700016,COOK:Palatine Precinct 16,3,12,4,3,1,6,29
COOK:8700017,COOK:Palatine Precinct 17,12,26,11,2,2,20,73
COOK:8700018,COOK:Palatine Precinct 18,4,34,11,10,4,16,79
COOK:8700019,COOK:Palatine Precinct 19,14,37,9,4,2,23,89
COOK:8700020,COOK:Palatine Precinct 20,1,7,5,3,0,2,18
COOK:8700021,COOK:Palatine Precinct 21,13,32,9,4,2,11,71
COOK:8700022,COOK:Palatine Precinct 22,11,40,4,1,5,22,83
COOK:8700023,COOK:Palatine Precinct 23,5,27,4,5,3,11,55
COOK:8700024,COOK:Palatine Precinct 24,15,29,12,6,2,29,93
COOK:8700025,COOK:Palatine Precinct 25,5,30,7,3,5,23,73
COOK:8700026,COOK:Palatine Precinct 26,6,24,17,8,2,22,79
COOK:8700027,COOK:Palatine Precinct 27,8,21,12,10,1,14,66
COOK:8700028,COOK:Palatine Precinct 28,9,23,14,1,1,17,65
COOK:8700029,COOK:Palatine Precinct 29,10,45,10,3,1,14,83
COOK:8700030,COOK:Palatine Precinct 30,5,16,10,2,1,14,48
COOK:8700031,COOK:Palatine Precinct 31,4,24,10,5,2,16,61
COOK:8700032,COOK:Palatine Precinct 32,7,26,4,3,2,19,61
COOK:8700033,COOK:Palatine Precinct 33,2,9,3,2,1,11,28
COOK:8700034,COOK:Palatine Precinct 34,8,46,10,5,2,35,106
COOK:8700035,COOK:Palatine Precinct 35,13,33,8,6,2,27,89
COOK:8700036,COOK:Palatine Precinct 36,4,12,4,1,1,13,35
COOK:8700037,COOK:Palatine Precinct 37,7,20,7,2,2,11,49
COOK:8700038,COOK:Palatine Precinct 38,10,49,22,5,2,37,125
COOK:8700039,COOK:Palatine Precinct 39,14,39,9,6,4,30,102
COOK:8700040,COOK:Palatine Precinct 40,17,44,8,3,7,33,112
COOK:8700041,COOK:Palatine Precinct 41,6,27,9,3,1,28,74
COOK:8700042,COOK:Palatine Precinct 42,10,34,5,5,4,36,94
COOK:8700043,COOK:Palatine Precinct 43,11,24,9,7,1,10,62
COOK:8700044,COOK:Palatine Precinct 44,9,50,13,3,4,33,112
COOK:8700045,COOK:Palatine Precinct 45,6,31,13,8,2,11,71
COOK:8700046,COOK:Palatine Precinct 46,6,35,16,5,4,26,92
COOK:8700047,COOK:Palatine Precinct 47,12,39,8,6,2,15,82
COOK:8700048,COOK:Palatine Precinct 48,3,21,10,5,2,16,57
COOK:8700049,COOK:Palatine Precinct 49,7,25,8,3,1,12,56
COOK:8700050,COOK:Palatine Precinct 50,9,44,12,4,5,24,98
COOK:8700051,COOK:Palatine Precinct 51,3,21,6,4,2,12,48
COOK:8700052,COOK:Palatine Precinct 52,11,36,6,3,4,26,86
COOK:8700053,COOK:Palatine Precinct 53,10,26,5,4,2,14,61
COOK:8700054,COOK:Palatine Precinct 54,8,33,3,10,1,18,73
COOK:8700055,COOK:Palatine Precinct 55,3,40,11,12,4,14,84
COOK:8700056,COOK:Palatine Precinct 56,4,20,8,4,3,14,53
COOK:8700057,COOK:Palatine Precinct 57,7,26,7,6,3,28,77
COOK:8700058,COOK:Palatine Precinct 58,5,25,7,2,2,13,54
COOK:8700059,COOK:Palatine Precinct 59,9,21,6,7,5,11,59
COOK:8700060,COOK:Palatine Precinct 60,3,11,0,4,2,12,32
COOK:8700061,COOK:Palatine Precinct 61,11,32,8,4,3,22,80
COOK:8700062,COOK:Palatine Precinct 62,5,19,3,3,5,10,45
COOK:8700063,COOK:Palatine Precinct 63,8,26,18,3,0,20,75
COOK:8700064,COOK:Palatine Precinct 64,7,30,4,4,2,22,69
COOK:8700065,COOK:Palatine Precinct 65,9,28,2,1,5,11,56
COOK:8800001,COOK:Palos Precinct 1,3,20,5,0,1,13,42
COOK:8800002,COOK:Palos Precinct 2,15,37,9,3,3,15,82
COOK:8800003,COOK:Palos Precinct 3,3,31,9,5,2,15,65
COOK:8800004,COOK:Palos Precinct 4,20,13,8,2,1,7,51
COOK:8800005,COOK:Palos Precinct 5,12,16,4,0,0,8,40
COOK:8800006,COOK:Palos Precinct 6,3,9,3,0,0,2,17
COOK:8800007,COOK:Palos Precinct 7,31,18,7,2,1,13,72
COOK:8800008,COOK:Palos Precinct 8,11,32,12,6,2,8,71
COOK:8800009,COOK:Palos Precinct 9,16,56,13,6,4,27,122
COOK:8800010,COOK:Palos Precinct 10,13,50,16,5,2,24,110
COOK:8800011,COOK:Palos Precinct 11,5,32,13,3,3,17,73
COOK:8800012,COOK:Palos Precinct 12,19,20,5,2,0,9,55
COOK:8800013,COOK:Palos Precinct 13,21,33,3,5,3,15,80
COOK:8800014,COOK:Palos Precinct 14,12,16,8,5,0,10,51
COOK:8800015,COOK:Palos Precinct 15,31,50,20,7,1,26,135
COOK:8800016,COOK:Palos Precinct 16,7,55,13,6,0,25,106
COOK:8800017,COOK:Palos Precinct 17,16,19,15,2,1,14,67
COOK:8800018,COOK:Palos Precinct 18,23,20,7,10,2,9,71
COOK:8800019,COOK:Palos Precinct 19,26,30,10,5,2,12,85
COOK:8800020,COOK:Palos Precinct 20,19,20,13,4,0,5,61
COOK:8800021,COOK:Palos Precinct 21,8,14,6,3,0,4,35
COOK:8800022,COOK:Palos Precinct 22,4,4,1,1,0,4,14
COOK:8800023,COOK:Palos Precinct 23,11,12,4,2,0,10,39
COOK:8800024,COOK:Palos Precinct 24,29,55,25,4,2,28,143
COOK:8800025,COOK:Palos Precinct 25,6,3,3,0,0,3,15
COOK:8800026,COOK:Palos Precinct 26,14,10,3,2,2,10,41
COOK:8800027,COOK:Palos Precinct 27,18,24,5,3,2,11,63
COOK:8800028,COOK:Palos Precinct 28,4,5,2,3,0,2,16
COOK:8800029,COOK:Palos Precinct 29,13,31,6,4,3,17,74
COOK:8800030,COOK:Palos Precinct 30,8,25,11,7,3,16,70
COOK:8800031,COOK:Palos Precinct 31,22,26,12,3,0,16,79
COOK:8800032,COOK:Palos Precinct 32,10,18,3,1,1,3,36
COOK:8800033,COOK:Palos Precinct 33,19,19,13,4,3,24,82
COOK:8800034,COOK:Palos Precinct 34,10,18,6,2,1,9,46
COOK:8800035,COOK:Palos Precinct 35,28,27,7,3,1,15,81
COOK:8900001,COOK:Proviso Precinct 1,1,2,0,1,0,0,4
COOK:8900002,COOK:Proviso Precinct 2,2,3,2,5,0,2,14
COOK:8900003,COOK:Proviso Precinct 3,4,5,3,2,0,5,19
COOK:8900004,COOK:Proviso Precinct 4,0,2,0,2,0,0,4
COOK:8900005,COOK:Proviso Precinct 5,7,11,6,5,1,12,42
COOK:8900006,COOK:Proviso Precinct 6,11,16,16,3,0,12,58
COOK:8900007,COOK:Proviso Precinct 7,4,4,3,3,2,6,22
COOK:8900008,COOK:Proviso Precinct 8,4,14,1,2,1,4,26
COOK:8900009,COOK:Proviso Precinct 9,0,1,1,0,0,0,2
COOK:8900010,COOK:Proviso Precinct 10,0,2,0,0,1,0,3
COOK:8900011,COOK:Proviso Precinct 11,6,2,7,0,1,2,18
COOK:8900012,COOK:Proviso Precinct 12,12,7,10,3,0,5,37
COOK:8900013,COOK:Proviso Precinct 13,6,10,9,1,1,6,33
COOK:8900014,COOK:Proviso Precinct 14,2,1,10,1,0,1,15
COOK:8900015,COOK:Proviso Precinct 15,0,6,2,2,0,1,11
COOK:8900016,COOK:Proviso Precinct 16,5,4,3,1,2,4,19
COOK:8900017,COOK:Proviso Precinct 17,7,24,23,4,3,10,71
COOK:8900018,COOK:Proviso Precinct 18,2,1,2,2,0,2,9
COOK:8900019,COOK:Proviso Precinct 19,2,0,0,1,0,1,4
COOK:8900020,COOK:Proviso Precinct 20,1,3,3,0,1,3,11
COOK:8900021,COOK:Proviso Precinct 21,12,17,5,5,3,14,56
COOK:8900022,COOK:Proviso Precinct 22,0,0,1,0,2,0,3
COOK:8900023,COOK:Proviso Precinct 23,10,20,9,4,0,13,56
COOK:8900024,COOK:Proviso Precinct 24,2,26,11,7,0,25,71
COOK:8900025,COOK:Proviso Precinct 25,6,15,6,6,2,16,51
COOK:8900026,COOK:Proviso Precinct 26,4,23,7,2,1,9,46
COOK:8900027,COOK:Proviso Precinct 27,6,11,7,5,2,5,36
COOK:8900028,COOK:Proviso Precinct 28,10,10,14,6,0,12,52
COOK:8900029,COOK:Proviso Precinct 29,13,18,7,7,0,6,51
COOK:8900030,COOK:Proviso Precinct 30,4,11,6,0,1,7,29
COOK:8900031,COOK:Proviso Precinct 31,0,0,0,1,0,0,1
COOK:8900032,COOK:Proviso Precinct 32,17,21,10,5,4,14,71
COOK:8900033,COOK:Proviso Precinct 33,1,0,2,0,0,0,3
COOK:8900034,COOK:Proviso Precinct 34,0,1,4,1,0,0,6
COOK:8900035,COOK:Proviso Precinct 35,10,15,21,4,2,33,85
COOK:8900036,COOK:Proviso Precinct 36,1,4,0,2,0,2,9
COOK:8900037,COOK:Proviso Precinct 37,0,0,0,0,0,0,0
COOK:8900038,COOK:Proviso Precinct 38,1,0,1,2,0,3,7
COOK:8900039,COOK:Proviso Precinct 39,5,4,10,3,0,6,28
COOK:8900040,COOK:Proviso Precinct 40,0,0,0,1,0,0,1
COOK:8900041,COOK:Proviso Precinct 41,0,1,0,0,1,1,3
COOK:8900042,COOK:Proviso Precinct 42,18,23,10,6,3,17,77
COOK:8900043,COOK:Proviso Precinct 43,0,0,1,0,1,0,2
COOK:8900044,COOK:Proviso Precinct 44,1,1,1,1,0,3,7
COOK:8900045,COOK:Proviso Precinct 45,0,0,1,2,0,2,5
COOK:8900046,COOK:Proviso Precinct 46,2,4,1,1,2,2,12
COOK:8900047,COOK:Proviso Precinct 47,2,0,0,0,0,0,2
COOK:8900048,COOK:Proviso Precinct 48,3,3,1,0,1,4,12
COOK:8900049,COOK:Proviso Precinct 49,1,6,4,2,1,5,19
COOK:8900050,COOK:Proviso Precinct 50,4,14,5,4,1,12,40
COOK:8900051,COOK:Proviso Precinct 51,8,10,4,0,1,5,28
COOK:8900052,COOK:Proviso Precinct 52,1,0,1,2,0,0,4
COOK:8900053,COOK:Proviso Precinct 53,0,0,0,0,2,0,2
COOK:8900054,COOK:Proviso Precinct 54,14,10,2,5,1,14,46
COOK:8900055,COOK:Proviso Precinct 55,7,16,14,1,3,4,45
COOK:8900056,COOK:Proviso Precinct 56,0,2,1,0,3,0,6
COOK:8900057,COOK:Proviso Precinct 57,5,8,6,2,0,8,29
COOK:8900058,COOK:Proviso Precinct 58,1,0,0,0,0,1,2
COOK:8900059,COOK:Proviso Precinct 59,9,5,4,0,2,5,25
COOK:8900060,COOK:Proviso Precinct 60,1,5,3,0,0,6,15
COOK:8900061,COOK:Proviso Precinct 61,5,4,4,1,0,4,18
COOK:8900062,COOK:Proviso Precinct 62,2,12,4,2,1,5,26
COOK:8900063,COOK:Proviso Precinct 63,6,18,14,8,2,7,55
COOK:8900064,COOK:Proviso Precinct 64,0,5,2,2,1,1,11
COOK:8900065,COOK:Proviso Precinct 65,2,4,3,1,0,1,11
COOK:8900066,COOK:Proviso Precinct 66,4,5,2,2,1,9,23
COOK:8900067,COOK:Proviso Precinct 67,3,4,4,2,1,7,21
COOK:8900068,COOK:Proviso Precinct 68,1,6,2,0,2,4,15
COOK:8900069,COOK:Proviso Precinct 69,2,8,7,2,0,7,26
COOK:8900070,COOK:Proviso Precinct 70,3,17,3,2,0,13,38
COOK:8900071,COOK:Proviso Precinct 71,7,13,8,6,2,12,48
COOK:8900072,COOK:Proviso Precinct 72,0,2,1,0,0,9,12
COOK:8900073,COOK:Proviso Precinct 73,3,5,3,5,1,9,26
COOK:8900074,COOK:Proviso Precinct 74,9,19,7,4,1,14,54
COOK:8900075,COOK:Proviso Precinct 75,2,13,12,6,2,4,39
COOK:8900076,COOK:Proviso Precinct 76,11,6,3,2,1,5,28
COOK:8900077,COOK:Proviso Precinct 77,6,2,1,3,1,6,19
COOK:8900078,COOK:Proviso Precinct 78,3,10,7,4,2,3,29
COOK:8900079,COOK:Proviso Precinct 79,0,2,0,0,0,2,4
COOK:8900080,COOK:Proviso Precinct 80,3,2,4,2,0,4,15
COOK:8900081,COOK:Proviso Precinct 81,1,5,7,0,1,7,21
COOK:8900082,COOK:Proviso Precinct 82,0,4,1,0,0,1,6
COOK:8900083,COOK:Proviso Precinct 83,0,1,0,2,2,0,5
COOK:8900084,COOK:Proviso Precinct 84,9,15,9,3,0,10,46
COOK:8900085,COOK:Proviso Precinct 85,7,15,12,3,5,15,57
COOK:8900086,COOK:Proviso Precinct 86,0,2,1,4,0,1,8
COOK:8900087,COOK:Proviso Precinct 87,8,7,16,2,3,4,40
COOK:8900088,COOK:Proviso Precinct 88,8,16,11,6,0,14,55
COOK:8900089,COOK:Proviso Precinct 89,13,4,4,3,0,10,34
COOK:9000001,COOK:Rich Precinct 1,2,4,2,1,2,5,16
COOK:9000002,COOK:Rich Precinct 2,1,4,0,4,1,2,12
COOK:9000003,COOK:Rich Precinct 3,0,11,4,8,1,6,30
COOK:9000004,COOK:Rich Precinct 4,0,1,0,2,1,1,5
COOK:9000005,COOK:Rich Precinct 5,0,4,0,2,1,3,10
COOK:9000006,COOK:Rich Precinct 6,1,2,1,1,1,7,13
COOK:9000007,COOK:Rich Precinct 7,4,9,4,4,0,4,25
COOK:9000008,COOK:Rich Precinct 8,6,1,2,7,1,4,21
COOK:9000009,COOK:Rich Precinct 9,3,1,0,0,0,1,5
COOK:9000010,COOK:Rich Precinct 10,1,4,1,2,0,1,9
COOK:9000011,COOK:Rich Precinct 11,2,7,1,0,0,2,12
COOK:9000012,COOK:Rich Precinct 12,0,9,2,0,0,3,14
COOK:9000013,COOK:Rich Precinct 13,4,6,5,8,2,4,29
COOK:9000014,COOK:Rich Precinct 14,7,3,6,4,0,7,27
COOK:9000015,COOK:Rich Precinct 15,1,4,2,2,1,2,12
COOK:9000016,COOK:Rich Precinct 16,3,3,2,0,0,0,8
COOK:9000017,COOK:Rich Precinct 17,3,8,2,2,4,5,24
COOK:9000018,COOK:Rich Precinct 18,0,3,1,1,3,2,10
COOK:9000019,COOK:Rich Precinct 19,6,7,10,4,1,12,40
COOK:9000020,COOK:Rich Precinct 20,13,35,25,10,1,29,113
COOK:9000021,COOK:Rich Precinct 21,1,7,2,5,2,1,18
COOK:9000022,COOK:Rich Precinct 22,2,0,5,2,1,2,12
COOK:9000023,COOK:Rich Precinct 23,2,4,2,1,1,2,12
COOK:9000024,COOK:Rich Precinct 24,5,11,0,4,0,5,25
COOK:9000025,COOK:Rich Precinct 25,0,3,2,5,0,2,12
COOK:9000026,COOK:Rich Precinct 26,1,6,1,1,1,4,14
COOK:9000027,COOK:Rich Precinct 27,2,4,2,1,0,2,11
COOK:9000028,COOK:Rich Precinct 28,0,6,0,2,2,1,11
COOK:9000029,COOK:Rich Precinct 29,3,10,1,5,2,4,25
COOK:9000030,COOK:Rich Precinct 30,2,1,3,1,0,1,8
COOK:9000031,COOK:Rich Precinct 31,0,12,1,2,0,9,24
COOK:9000032,COOK:Rich Precinct 32,2,2,2,2,2,2,12
COOK:9000033,COOK:Rich Precinct 33,1,4,2,2,0,6,15
COOK:9000034,COOK:Rich Precinct 34,0,0,2,0,0,1,3
COOK:9000035,COOK:Rich Precinct 35,2,5,6,5,0,3,21
COOK:9000036,COOK:Rich Precinct 36,0,4,3,4,1,6,18
COOK:9000037,COOK:Rich Precinct 37,1,0,2,2,0,0,5
COOK:9000038,COOK:Rich Precinct 38,0,2,1,3,0,3,9
COOK:9000039,COOK:Rich Precinct 39,2,3,2,1,0,1,9
COOK:9000040,COOK:Rich Precinct 40,1,1,0,3,2,1,8
COOK:9000041,COOK:Rich Precinct 41,0,1,0,1,0,1,3
COOK:9000042,COOK:Rich Precinct 42,1,1,0,2,0,1,5
COOK:9000043,COOK:Rich Precinct 43,0,1,0,1,0,1,3
COOK:9000044,COOK:Rich Precinct 44,2,0,0,1,0,0,3
COOK:9000045,COOK:Rich Precinct 45,1,2,1,0,1,1,6
COOK:9000046,COOK:Rich Precinct 46,2,1,1,3,0,1,8
COOK:9000047,COOK:Rich Precinct 47,2,3,3,0,0,1,9
COOK:9100001,COOK:River Forest Precinct 1,6,8,8,3,0,9,34
COOK:9100002,COOK:River Forest Precinct 2,7,17,6,4,2,23,59
COOK:9100003,COOK:River Forest Precinct 3,1,9,3,2,0,10,25
COOK:9100004,COOK:River Forest Precinct 4,0,10,3,2,1,7,23
COOK:9100005,COOK:River Forest Precinct 5,3,20,3,0,0,9,35
COOK:9100006,COOK:River Forest Precinct 6,2,14,2,1,0,13,32
COOK:9100007,COOK:River Forest Precinct 7,0,11,8,2,0,4,25
COOK:9200001,COOK:Riverside Precinct 1,4,23,5,4,0,10,46
COOK:9200002,COOK:Riverside Precinct 2,0,4,0,0,0,1,5
COOK:9200003,COOK:Riverside Precinct 3,7,10,4,2,0,6,29
COOK:9200004,COOK:Riverside Precinct 4,2,23,6,5,4,20,60
COOK:9200005,COOK:Riverside Precinct 5,8,4,4,7,1,5,29
COOK:9200006,COOK:Riverside Precinct 6,16,29,16,10,0,27,98
COOK:9200007,COOK:Riverside Precinct 7,8,16,7,4,1,12,48
COOK:9200008,COOK:Riverside Precinct 8,8,17,4,3,2,18,52
COOK:9200009,COOK:Riverside Precinct 9,2,17,7,5,1,8,40
COOK:9200010,COOK:Riverside Precinct 10,7,18,7,2,0,12,46
COOK:9200011,COOK:Riverside Precinct 11,3,17,9,13,4,21,67
COOK:9200012,COOK:Riverside Precinct 12,8,14,8,5,2,12,49
COOK:9300001,COOK:Schaumburg Precinct 1,13,30,5,7,8,17,80
COOK:9300002,COOK:Schaumburg Precinct 2,11,28,9,5,4,14,71
COOK:9300003,COOK:Schaumburg Precinct 3,9,42,10,7,5,11,84
COOK:9300004,COOK:Schaumburg Precinct 4,3,2,3,3,1,6,18
COOK:9300005,COOK:Schaumburg Precinct 5,6,20,8,10,2,20,66
COOK:9300006,COOK:Schaumburg Precinct 6,12,35,9,4,3,28,91
COOK:9300007,COOK:Schaumburg Precinct 7,7,9,0,0,3,5,24
COOK:9300008,COOK:Schaumburg Precinct 8,5,26,9,2,1,18,61
COOK:9300009,COOK:Schaumburg Precinct 9,7,11,5,1,1,13,38
COOK:9300010,COOK:Schaumburg Precinct 10,9,19,5,3,4,14,54
COOK:9300011,COOK:Schaumburg Precinct 11,2,10,4,3,0,8,27
COOK:9300012,COOK:Schaumburg Precinct 12,3,26,4,3,1,14,51
COOK:9300013,COOK:Schaumburg Precinct 13,5,27,4,2,4,7,49
COOK:9300014,COOK:Schaumburg Precinct 14,14,47,15,7,4,35,122
COOK:9300015,COOK:Schaumburg Precinct 15,11,26,6,6,2,20,71
COOK:9300016,COOK:Schaumburg Precinct 16,11,34,6,6,1,11,69
COOK:9300017,COOK:Schaumburg Precinct 17,9,43,20,7,2,32,113
COOK:9300018,COOK:Schaumburg Precinct 18,12,27,4,6,4,16,69
COOK:9300019,COOK:Schaumburg Precinct 19,5,10,6,2,2,8,33
COOK:9300020,COOK:Schaumburg Precinct 20,9,20,14,14,3,24,84
COOK:9300021,COOK:Schaumburg Precinct 21,14,35,8,2,2,23,84
COOK:9300022,COOK:Schaumburg Precinct 22,3,13,5,5,1,10,37
COOK:9300023,COOK:Schaumburg Precinct 23,3,16,7,2,1,17,46
COOK:9300024,COOK:Schaumburg Precinct 24,5,39,7,5,3,16,75
COOK:9300025,COOK:Schaumburg Precinct 25,4,21,10,4,1,13,53
COOK:9300026,COOK:Schaumburg Precinct 26,6,15,8,4,1,14,48
COOK:9300027,COOK:Schaumburg Precinct 27,6,17,4,5,4,9,45
COOK:9300028,COOK:Schaumburg Precinct 28,13,22,3,13,1,10,62
COOK:9300029,COOK:Schaumburg Precinct 29,5,31,4,16,3,15,74
COOK:9300030,COOK:Schaumburg Precinct 30,3,25,8,1,3,16,56
COOK:9300031,COOK:Schaumburg Precinct 31,5,36,10,4,1,12,68
COOK:9300032,COOK:Schaumburg Precinct 32,7,31,9,4,4,17,72
COOK:9300033,COOK:Schaumburg Precinct 33,19,46,10,6,3,35,119
