JoinField,Ward,Precinct,Kevin Ryan,Robin Kelly,Juliana Stratton,Raja Krishnamoorthi,Steve Botsford Jr.,Bryan Maxwell,Jonathan Dean,Sean Brown,Awisi A. Bustos,Christopher Swann,Total Voters
CITY OF CHICAGO:WARD 10 PRECINCT 13,10,13,11,72,80,64,0,2,0,0,8,1,238
CITY OF CHICAGO:WARD 10 PRECINCT 14,10,14,10,101,80,79,0,6,1,0,5,1,283
CITY OF CHICAGO:WARD 10 PRECINCT 15,10,15,18,60,71,62,0,0,2,0,2,2,217
CITY OF CHICAGO:WARD 10 PRECINCT 16,10,16,14,86,81,79,0,0,0,1,2,2,265
CITY OF CHICAGO:WARD 10 PRECINCT 17,10,17,5,63,68,64,0,3,0,0,1,2,206
CITY OF CHICAGO:WARD 10 PRECINCT 18,10,18,18,78,74,88,1,1,2,5,7,4,278
CITY OF CHICAGO:WARD 10 PRECINCT 19,10,19,8,39,46,64,0,0,3,0,0,0,160
CITY OF CHICAGO:WARD 10 PRECINCT 20,10,20,7,38,37,29,0,0,1,0,1,0,113
CITY OF CHICAGO:WARD 10 PRECINCT 21,10,21,9,42,41,40,0,0,1,0,0,0,133
CITY OF CHICAGO:WARD 10 PRECINCT 22,10,22,4,51,59,65,1,0,3,0,0,6,189
CITY OF CHICAGO:WARD 10 PRECINCT 23,10,23,4,51,58,48,3,4,3,2,0,1,174
CITY OF CHICAGO:WARD 10 PRECINCT 24,10,24,1,34,35,4,0,2,0,1,0,1,78
CITY OF CHICAGO:WARD 10 PRECINCT 25,10,25,2,61,39,12,0,0,0,3,0,0,117
CITY OF CHICAGO:WARD 11 PRECINCT 01,11,1,7,31,44,32,0,1,0,0,1,2,118
CITY OF CHICAGO:WARD 11 PRECINCT 02,11,2,2,11,18,16,0,1,0,0,0,0,48
CITY OF CHICAGO:WARD 11 PRECINCT 03,11,3,20,69,94,71,2,2,2,0,2,2,264
CITY OF CHICAGO:WARD 11 PRECINCT 04,11,4,20,44,88,52,3,3,2,1,2,1,216
CITY OF CHICAGO:WARD 11 PRECINCT 05,11,5,17,34,75,54,2,0,0,0,0,2,184
CITY OF CHICAGO:WARD 11 PRECINCT 06,11,6,22,74,88,76,1,2,4,1,2,7,277
CITY OF CHICAGO:WARD 11 PRECINCT 07,11,7,15,38,32,47,0,2,3,0,2,4,143
CITY OF CHICAGO:WARD 11 PRECINCT 08,11,8,35,66,95,57,1,0,5,2,1,8,270
CITY OF CHICAGO:WARD 11 PRECINCT 09,11,9,26,53,72,79,2,1,1,1,0,4,239
CITY OF CHICAGO:WARD 11 PRECINCT 10,11,10,3,9,17,12,1,1,3,1,1,1,49
CITY OF CHICAGO:WARD 11 PRECINCT 11,11,11,12,8,11,6,3,0,0,1,0,0,41
CITY OF CHICAGO:WARD 11 PRECINCT 12,11,12,13,10,27,25,0,1,0,1,2,0,79
CITY OF CHICAGO:WARD 11 PRECINCT 13,11,13,39,55,72,71,2,2,2,0,2,3,248
CITY OF CHICAGO:WARD 11 PRECINCT 14,11,14,35,121,160,116,1,7,2,2,4,6,454
CITY OF CHICAGO:WARD 11 PRECINCT 15,11,15,17,114,117,51,3,7,1,1,3,3,317
CITY OF CHICAGO:WARD 11 PRECINCT 16,11,16,21,127,176,90,2,2,0,0,2,4,424
CITY OF CHICAGO:WARD 11 PRECINCT 17,11,17,10,44,72,48,0,3,0,2,2,0,181
CITY OF CHICAGO:WARD 11 PRECINCT 18,11,18,15,56,91,64,1,0,2,2,3,2,236
CITY OF CHICAGO:WARD 11 PRECINCT 19,11,19,9,9,28,27,1,0,1,1,1,0,77
CITY OF CHICAGO:WARD 11 PRECINCT 20,11,20,19,71,88,62,0,4,3,4,3,3,257
CITY OF CHICAGO:WARD 11 PRECINCT 21,11,21,56,89,99,127,4,5,1,3,2,3,389
CITY OF CHICAGO:WARD 11 PRECINCT 22,11,22,39,35,75,76,4,3,2,1,1,2,238
CITY OF CHICAGO:WARD 11 PRECINCT 23,11,23,33,50,82,81,4,1,0,1,0,2,254
CITY OF CHICAGO:WARD 12 PRECINCT 01,12,1,11,39,61,37,0,1,2,0,3,2,156
CITY OF CHICAGO:WARD 12 PRECINCT 02,12,2,11,20,42,25,0,3,0,2,3,3,109
CITY OF CHICAGO:WARD 12 PRECINCT 03,12,3,18,56,103,66,0,1,0,1,3,1,249
CITY OF CHICAGO:WARD 12 PRECINCT 04,12,4,14,60,65,36,0,2,1,2,1,3,184
CITY OF CHICAGO:WARD 12 PRECINCT 05,12,5,15,39,86,35,0,1,3,2,3,1,185
CITY OF CHICAGO:WARD 12 PRECINCT 06,12,6,10,26,61,43,2,0,2,0,3,1,148
CITY OF CHICAGO:WARD 12 PRECINCT 07,12,7,17,18,51,54,0,2,0,1,1,1,145
CITY OF CHICAGO:WARD 12 PRECINCT 08,12,8,18,34,55,64,1,1,1,0,2,2,178
CITY OF CHICAGO:WARD 12 PRECINCT 09,12,9,6,31,33,22,0,0,0,0,1,1,94
CITY OF CHICAGO:WARD 12 PRECINCT 10,12,10,19,23,75,32,1,1,2,0,0,1,154
CITY OF CHICAGO:WARD 12 PRECINCT 11,12,11,15,16,54,27,0,1,1,1,2,4,121
CITY OF CHICAGO:WARD 12 PRECINCT 12,12,12,10,23,53,30,1,2,2,1,0,3,125
CITY OF CHICAGO:WARD 12 PRECINCT 13,12,13,9,33,44,32,1,1,1,4,0,1,126
CITY OF CHICAGO:WARD 12 PRECINCT 14,12,14,16,34,59,36,0,3,1,0,4,1,154
CITY OF CHICAGO:WARD 12 PRECINCT 15,12,15,12,15,68,44,0,3,6,2,3,1,154
CITY OF CHICAGO:WARD 12 PRECINCT 16,12,16,12,34,54,29,0,3,1,0,4,1,138
CITY OF CHICAGO:WARD 12 PRECINCT 17,12,17,4,27,55,32,0,0,2,1,3,1,125
CITY OF CHICAGO:WARD 12 PRECINCT 18,12,18,16,18,64,37,1,1,0,0,0,3,140
CITY OF CHICAGO:WARD 12 PRECINCT 19,12,19,11,28,46,23,1,1,1,0,0,0,111
CITY OF CHICAGO:WARD 12 PRECINCT 20,12,20,13,30,80,39,2,4,1,0,3,0,172
CITY OF CHICAGO:WARD 12 PRECINCT 21,12,21,12,40,59,36,0,0,0,1,2,1,151
CITY OF CHICAGO:WARD 12 PRECINCT 22,12,22,10,23,44,29,1,1,2,1,1,0,112
CITY OF CHICAGO:WARD 13 PRECINCT 01,13,1,13,19,59,40,0,2,0,0,4,1,138
CITY OF CHICAGO:WARD 13 PRECINCT 02,13,2,4,26,44,46,0,1,0,0,4,6,131
CITY OF CHICAGO:WARD 13 PRECINCT 03,13,3,35,20,52,73,1,0,0,4,2,2,189
CITY OF CHICAGO:WARD 13 PRECINCT 04,13,4,17,22,78,50,2,1,4,0,2,1,177
CITY OF CHICAGO:WARD 13 PRECINCT 05,13,5,21,24,38,60,1,1,1,0,1,3,150
CITY OF CHICAGO:WARD 13 PRECINCT 06,13,6,16,25,26,44,0,3,1,1,3,3,122
CITY OF CHICAGO:WARD 13 PRECINCT 07,13,7,12,20,43,51,3,1,1,2,1,1,135
CITY OF CHICAGO:WARD 13 PRECINCT 08,13,8,20,40,72,63,3,2,1,0,3,1,205
CITY OF CHICAGO:WARD 13 PRECINCT 09,13,9,30,22,69,91,1,0,4,1,1,3,222
CITY OF CHICAGO:WARD 13 PRECINCT 10,13,10,34,25,40,89,1,7,0,0,1,6,203
CITY OF CHICAGO:WARD 13 PRECINCT 11,13,11,9,20,22,41,0,1,0,0,0,1,94
CITY OF CHICAGO:WARD 13 PRECINCT 12,13,12,10,23,41,27,0,0,0,0,2,4,107
CITY OF CHICAGO:WARD 13 PRECINCT 13,13,13,15,16,25,34,0,0,3,0,1,2,96
CITY OF CHICAGO:WARD 13 PRECINCT 14,13,14,22,17,59,65,0,0,1,0,0,3,167
CITY OF CHICAGO:WARD 13 PRECINCT 15,13,15,19,22,34,36,1,3,0,0,0,1,116
CITY OF CHICAGO:WARD 13 PRECINCT 16,13,16,15,25,70,50,1,0,1,1,0,5,168
CITY OF CHICAGO:WARD 13 PRECINCT 17,13,17,14,30,75,51,0,2,1,1,1,3,178
CITY OF CHICAGO:WARD 13 PRECINCT 18,13,18,16,16,53,40,0,2,0,0,0,2,129
CITY OF CHICAGO:WARD 13 PRECINCT 19,13,19,13,17,27,34,2,1,0,2,1,4,101
CITY OF CHICAGO:WARD 13 PRECINCT 20,13,20,17,17,57,59,1,1,0,2,2,2,158
CITY OF CHICAGO:WARD 13 PRECINCT 21,13,21,18,13,34,63,0,0,0,0,1,1,130
CITY OF CHICAGO:WARD 13 PRECINCT 22,13,22,18,20,99,45,1,3,1,0,1,4,192
CITY OF CHICAGO:WARD 13 PRECINCT 23,13,23,17,25,41,66,2,3,1,1,0,0,156
CITY OF CHICAGO:WARD 13 PRECINCT 24,13,24,18,27,51,32,1,1,0,2,0,2,134
CITY OF CHICAGO:WARD 13 PRECINCT 25,13,25,12,18,59,55,1,1,3,1,0,0,150
CITY OF CHICAGO:WARD 13 PRECINCT 26,13,26,8,24,58,42,2,2,1,0,1,2,140
CITY OF CHICAGO:WARD 13 PRECINCT 27,13,27,7,28,52,38,0,1,0,0,0,1,127
CITY OF CHICAGO:WARD 13 PRECINCT 28,13,28,16,13,59,51,0,1,0,0,0,4,144
CITY OF CHICAGO:WARD 13 PRECINCT 29,13,29,10,13,49,39,1,0,0,0,1,2,115
CITY OF CHICAGO:WARD 13 PRECINCT 30,13,30,21,33,54,53,1,3,1,1,3,2,172
CITY OF CHICAGO:WARD 13 PRECINCT 31,13,31,14,14,32,32,1,0,0,2,1,0,96
CITY OF CHICAGO:WARD 13 PRECINCT 32,13,32,20,10,41,37,0,0,1,2,0,0,111
CITY OF CHICAGO:WARD 13 PRECINCT 33,13,33,21,30,50,29,1,3,0,1,1,0,136
CITY OF CHICAGO:WARD 13 PRECINCT 34,13,34,30,26,52,65,1,3,2,1,1,4,185
CITY OF CHICAGO:WARD 13 PRECINCT 35,13,35,22,44,74,77,0,0,1,0,3,5,226
CITY OF CHICAGO:WARD 13 PRECINCT 36,13,36,9,21,61,37,0,3,0,1,3,1,136
CITY OF CHICAGO:WARD 13 PRECINCT 37,13,37,32,16,34,63,3,0,1,1,0,1,151
CITY OF CHICAGO:WARD 13 PRECINCT 38,13,38,8,18,27,26,1,2,3,0,1,0,86
CITY OF CHICAGO:WARD 13 PRECINCT 39,13,39,25,12,62,44,0,3,4,2,0,1,153
CITY OF CHICAGO:WARD 13 PRECINCT 40,13,40,12,18,44,52,2,1,0,2,1,6,138
CITY OF CHICAGO:WARD 14 PRECINCT 01,14,1,16,36,115,54,0,2,1,4,2,2,232
CITY OF CHICAGO:WARD 14 PRECINCT 02,14,2,15,26,71,43,0,2,1,0,1,0,159
CITY OF CHICAGO:WARD 14 PRECINCT 03,14,3,7,21,75,24,0,0,1,0,4,1,133
CITY OF CHICAGO:WARD 14 PRECINCT 04,14,4,9,8,21,9,0,0,0,0,0,0,47
CITY OF CHICAGO:WARD 14 PRECINCT 05,14,5,23,23,86,41,0,1,1,0,4,3,182
CITY OF CHICAGO:WARD 14 PRECINCT 06,14,6,16,37,134,57,3,2,0,2,4,3,258
CITY OF CHICAGO:WARD 14 PRECINCT 07,14,7,16,27,122,61,0,3,1,2,3,2,237
CITY OF CHICAGO:WARD 14 PRECINCT 08,14,8,16,46,96,66,1,2,3,0,4,1,235
CITY OF CHICAGO:WARD 14 PRECINCT 09,14,9,19,32,116,65,1,3,2,2,2,1,243
CITY OF CHICAGO:WARD 14 PRECINCT 10,14,10,34,30,114,56,3,6,2,0,2,0,247
CITY OF CHICAGO:WARD 14 PRECINCT 11,14,11,24,33,158,41,1,2,5,4,5,3,276
CITY OF CHICAGO:WARD 14 PRECINCT 12,14,12,10,37,89,52,1,0,2,2,4,3,200
CITY OF CHICAGO:WARD 14 PRECINCT 13,14,13,24,31,93,68,2,2,2,2,4,3,231
CITY OF CHICAGO:WARD 14 PRECINCT 14,14,14,8,29,70,24,0,1,1,0,5,2,140
CITY OF CHICAGO:WARD 14 PRECINCT 15,14,15,9,24,75,37,1,1,0,3,2,0,152
CITY OF CHICAGO:WARD 15 PRECINCT 01,15,1,22,26,38,36,1,0,1,0,0,6,130
CITY OF CHICAGO:WARD 15 PRECINCT 02,15,2,32,29,32,47,0,0,2,4,1,1,148
CITY OF CHICAGO:WARD 15 PRECINCT 03,15,3,9,7,29,22,0,0,0,3,1,1,72
CITY OF CHICAGO:WARD 15 PRECINCT 04,15,4,5,22,50,42,1,0,3,1,4,2,130
CITY OF CHICAGO:WARD 15 PRECINCT 05,15,5,9,21,61,21,2,2,0,0,3,1,120
CITY OF CHICAGO:WARD 15 PRECINCT 06,15,6,9,26,80,29,2,5,2,1,3,0,157
CITY OF CHICAGO:WARD 15 PRECINCT 07,15,7,5,24,51,19,0,1,0,0,2,0,102
CITY OF CHICAGO:WARD 15 PRECINCT 08,15,8,10,32,62,44,1,0,2,3,0,1,155
CITY OF CHICAGO:WARD 15 PRECINCT 09,15,9,5,34,66,28,1,2,1,1,1,3,142
CITY OF CHICAGO:WARD 15 PRECINCT 10,15,10,4,29,66,24,1,0,3,0,0,1,128
CITY OF CHICAGO:WARD 15 PRECINCT 11,15,11,9,27,50,18,0,1,3,1,1,1,111
CITY OF CHICAGO:WARD 15 PRECINCT 12,15,12,9,29,62,43,1,3,1,2,3,3,156
CITY OF CHICAGO:WARD 15 PRECINCT 13,15,13,13,17,75,24,1,4,1,3,3,4,145
CITY OF CHICAGO:WARD 15 PRECINCT 14,15,14,9,18,51,24,1,0,0,1,1,0,105
CITY OF CHICAGO:WARD 15 PRECINCT 15,15,15,7,19,60,27,2,3,0,1,5,0,124
CITY OF CHICAGO:WARD 15 PRECINCT 16,15,16,11,42,107,27,1,2,0,2,2,1,195
CITY OF CHICAGO:WARD 15 PRECINCT 17,15,17,6,55,130,33,2,4,1,4,0,2,237
CITY OF CHICAGO:WARD 15 PRECINCT 18,15,18,5,43,100,23,1,2,1,0,3,0,178
CITY OF CHICAGO:WARD 15 PRECINCT 19,15,19,2,29,55,16,0,2,0,0,0,1,105
CITY OF CHICAGO:WARD 15 PRECINCT 20,15,20,10,25,76,30,0,1,1,2,4,0,149
CITY OF CHICAGO:WARD 16 PRECINCT 01,16,1,2,53,100,37,2,0,0,4,0,2,200
CITY OF CHICAGO:WARD 16 PRECINCT 02,16,2,3,25,68,33,2,0,1,2,0,2,136
CITY OF CHICAGO:WARD 16 PRECINCT 03,16,3,8,38,65,31,1,2,1,5,1,0,152
CITY OF CHICAGO:WARD 16 PRECINCT 04,16,4,3,21,50,33,1,1,0,5,0,0,114
CITY OF CHICAGO:WARD 16 PRECINCT 05,16,5,5,56,118,36,0,0,1,2,1,0,219
CITY OF CHICAGO:WARD 16 PRECINCT 06,16,6,8,51,108,40,0,0,0,1,1,2,211
CITY OF CHICAGO:WARD 16 PRECINCT 07,16,7,0,27,77,18,1,0,2,0,1,1,127
CITY OF CHICAGO:WARD 16 PRECINCT 08,16,8,8,17,41,17,1,0,1,2,1,1,89
CITY OF CHICAGO:WARD 16 PRECINCT 09,16,9,3,45,92,54,4,1,2,1,1,2,205
CITY OF CHICAGO:WARD 16 PRECINCT 10,16,10,2,36,73,34,1,1,1,5,1,0,154
CITY OF CHICAGO:WARD 16 PRECINCT 11,16,11,5,24,67,34,0,1,2,4,0,0,137
CITY OF CHICAGO:WARD 16 PRECINCT 12,16,12,1,17,27,9,1,0,0,0,0,0,55
CITY OF CHICAGO:WARD 16 PRECINCT 13,16,13,2,22,58,10,0,1,0,2,0,0,95
